"","Vez","Codigo","C1","C2","EP","C3","C4","EF","Prom","Sust","Final","Curso","Ciclo"
"317","1","135888",13,13,13,14,13,12,13,"ND",13,"Matematica Basica",1
"318","1","124610",10,12,11,13,12,10,11,"ND",11,"Matematica Basica",1
"319","1","136749",13,11,14,15,14,12,13,"ND",13,"Matematica Basica",1
"320","1","138223",11,11,9,13,12,11,11,"ND",11,"Matematica Basica",1
"321","1","140684",14,14,11,12,13,12,12,"ND",12,"Matematica Basica",1
"322","1","139429",13,11,14,13,14,12,13,"ND",13,"Matematica Basica",1
"323","1","139655",12,12,10,13,12,11,12,"ND",12,"Matematica Basica",1
"324","1","134691",14,12,15,15,14,13,14,"ND",14,"Matematica Basica",1
"325","1","139558",11,10,8,12,11,10,10,"11",11,"Matematica Basica",1
"326","1","137589",12,8,11,12,10,12,11,"ND",11,"Matematica Basica",1
"327","1","138042",13,11,12,12,10,10,11,"ND",11,"Matematica Basica",1
"328","1","136442",13,14,14,13,14,13,14,"ND",14,"Matematica Basica",1
"329","1","140823",13,6,10,11,12,9,10,"ND",10,"Matematica Basica",1
"330","1","136190",13,12,13,0,0,0,4,"ND",4,"Matematica Basica",1
"331","1","138538",12,10,11,13,4,10,9,"ND",9,"Matematica Basica",1
"332","1","139947",13,13,14,13,14,15,14,"ND",14,"Matematica Basica",1
"333","1","136852",16,16,18,14,15,15,16,"ND",16,"Matematica Basica",1
"334","1","122718",11,11,10,13,10,8,10,"11",11,"Matematica Basica",1
"335","1","136804",8,11,11,12,7,9,10,"ND",10,"Matematica Basica",1
"336","1","137803",14,13,15,13,13,14,14,"ND",14,"Matematica Basica",1
"337","1","138349",10,12,13,13,11,13,12,"ND",12,"Matematica Basica",1
"338","1","136583",0,12,10,11,0,0,5,"ND",5,"Matematica Basica",1
"339","1","136046",12,14,12,13,13,14,13,"ND",13,"Matematica Basica",1
"340","2","140166",11,11,9,14,10,10,11,"ND",11,"Matematica Basica",1
"341","1","137583",11,14,13,13,14,14,14,"ND",14,"Matematica Basica",1
"342","1","133300",10,12,7,10,11,12,10,"11",11,"Matematica Basica",1
"343","1","138048",13,13,11,14,12,12,12,"ND",12,"Matematica Basica",1
"344","1","135940",12,14,14,11,14,10,12,"ND",12,"Matematica Basica",1
"345","1","138181",11,15,14,14,13,14,14,"ND",14,"Matematica Basica",1
"346","1","136053",9,11,11,8,10,10,10,"ND",10,"Matematica Basica",1
"347","2","139396",12,11,10,12,12,11,11,"ND",11,"Matematica Basica",1
"348","1","47251",13,13,14,12,14,12,13,"ND",13,"Matematica Basica",1
"349","1","139669",11,10,14,12,13,13,13,"ND",13,"Matematica Basica",1
"350","1","138990",10,13,10,12,9,8,10,"ND",10,"Matematica Basica",1
"351","1","140387",14,11,13,14,12,11,12,"ND",12,"Matematica Basica",1
"352","1","132592",9,10,10,13,12,9,11,"ND",11,"Matematica Basica",1
"353","1","139420",9,12,10,13,11,10,11,"ND",11,"Matematica Basica",1
"354","1","138881",11,13,14,12,12,12,12,"ND",12,"Matematica Basica",1
"355","1","136009",16,14,15,15,15,16,15,"ND",15,"Matematica Basica",1
"356","2","136839",12,12,10,13,11,9,11,"ND",11,"Matematica Basica",1
"357","1","136762",13,11,12,14,13,12,13,"ND",13,"Matematica Basica",1
"358","1","139137",13,12,12,12,14,11,12,"ND",12,"Matematica Basica",1
"359","1","136900",10,4,7,12,6,0,6,"ND",6,"Matematica Basica",1
"360","1","140588",7,10,10,12,5,9,9,"ND",9,"Matematica Basica",1
"361","1","137193",11,10,6,11,10,7,9,"ND",9,"Matematica Basica",1
"362","1","140397",10,11,8,13,13,11,11,"ND",11,"Matematica Basica",1
"363","1","138717",12,12,7,13,11,11,11,"ND",11,"Matematica Basica",1
"364","1","140528",13,4,11,10,11,12,11,"ND",11,"Matematica Basica",1
"365","1","138234",6,12,9,12,12,10,11,"ND",11,"Matematica Basica",1
"366","1","137539",11,11,9,12,10,11,11,"ND",11,"Matematica Basica",1
"367","1","140557",9,10,10,12,11,9,10,"11",11,"Matematica Basica",1
"368","2","140286",12,11,8,13,11,10,11,"ND",11,"Matematica Basica",1
"369","1","136067",14,15,17,17,20,13,16,"ND",16,"Matematica Basica",1
"370","1","137823",12,12,14,11,12,10,12,"ND",12,"Matematica Basica",1
"371","1","138758",14,14,16,13,15,15,15,"ND",15,"Matematica Basica",1
"372","1","136926",12,9,13,12,10,12,11,"ND",11,"Matematica Basica",1
"373","1","136142",12,14,13,13,11,11,12,"ND",12,"Matematica Basica",1
"374","1","137562",9,13,12,14,14,10,12,"ND",12,"Matematica Basica",1
"375","1","136574",13,11,11,12,13,12,12,"ND",12,"Matematica Basica",1
"376","1","135232",13,9,9,12,11,11,11,"ND",11,"Matematica Basica",1
"377","1","138542",12,12,10,13,11,9,11,"ND",11,"Matematica Basica",1
"378","1","140467",14,13,11,13,12,10,12,"ND",12,"Matematica Basica",1
"379","1","126285",10,14,11,12,11,13,12,"ND",12,"Matematica Basica",1
"380","1","138588",11,17,16,20,20,15,17,"ND",17,"Matematica Basica",1
"381","1","135996",11,13,15,12,10,13,12,"ND",12,"Matematica Basica",1
"382","1","127181",10,11,11,10,11,12,11,"ND",11,"Matematica Basica",1
"383","1","140980",11,15,14,16,16,17,16,"ND",16,"Matematica Basica",1
"384","1","136740",13,13,12,14,15,13,13,"ND",13,"Matematica Basica",1
"385","1","136546",12,14,15,13,14,13,14,"ND",14,"Matematica Basica",1
"386","1","138148",10,11,14,12,12,14,13,"ND",13,"Matematica Basica",1
"387","1","136279",4,0,6,10,7,10,7,"ND",7,"Matematica Basica",1
"388","1","135575",13,12,10,13,11,12,12,"ND",12,"Matematica Basica",1
"389","1","136955",10,11,9,12,11,10,10,"ND",10,"Matematica Basica",1
"390","1","135385",9,11,12,11,13,12,12,"ND",12,"Matematica Basica",1
"391","1","135192",12,14,11,14,13,13,13,"ND",13,"Matematica Basica",1
"392","1","139036",12,9,10,14,4,11,9,"ND",9,"Matematica Basica",1
"393","1","136080",14,13,15,11,14,14,14,"ND",14,"Matematica Basica",1
"394","1","139413",12,12,14,11,13,10,12,"ND",12,"Matematica Basica",1
"395","1","136634",11,13,13,11,14,13,13,"ND",13,"Matematica Basica",1
"396","1","140274",14,11,14,12,15,14,14,"ND",14,"Matematica Basica",1
"397","1","140869",12,13,12,14,13,11,12,"ND",12,"Matematica Basica",1
"398","1","136100",13,12,14,14,14,10,13,"ND",13,"Matematica Basica",1
"399","1","136734",11,14,12,14,13,13,13,"ND",13,"Matematica Basica",1
"400","1","136981",12,12,11,11,12,13,12,"ND",12,"Matematica Basica",1
"401","1","140805",11,6,10,11,8,9,9,"ND",9,"Matematica Basica",1
"402","1","137109",8,10,4,11,6,9,8,"ND",8,"Matematica Basica",1
"403","1","138592",10,10,11,4,5,9,8,"ND",8,"Matematica Basica",1
"404","1","136776",11,7,10,9,11,10,10,"ND",10,"Matematica Basica",1
"405","1","133194",13,14,11,14,11,12,12,"ND",12,"Matematica Basica",1
"406","2","137978",6,10,12,9,4,10,9,"ND",9,"Matematica Basica",1
"407","1","139016",13,13,11,12,14,11,12,"ND",12,"Matematica Basica",1
"408","1","139782",12,15,16,14,14,15,15,"ND",15,"Matematica Basica",1
"409","1","133993",12,8,10,7,11,10,10,"ND",10,"Matematica Basica",1
"410","1","139451",11,10,5,12,4,10,8,"ND",8,"Matematica Basica",1
"411","1","133946",14,11,12,14,10,11,12,"ND",12,"Matematica Basica",1
"412","1","132138",13,14,11,12,12,14,13,"ND",13,"Matematica Basica",1
"413","1","133279",8,11,11,15,2,9,9,"ND",9,"Matematica Basica",1
"414","1","136943",11,13,14,12,13,13,13,"ND",13,"Automatas y Compiladores",2
"415","1","139083",14,13,15,11,15,14,14,"ND",14,"Automatas y Compiladores",2
"416","1","135888",12,14,15,12,12,12,13,"ND",13,"Automatas y Compiladores",2
"417","1","124610",9,12,9,11,11,8,10,"ND",10,"Automatas y Compiladores",2
"418","1","136749",13,13,15,15,15,14,14,"ND",14,"Automatas y Compiladores",2
"419","1","140684",11,11,12,12,12,12,12,"ND",12,"Automatas y Compiladores",2
"420","1","139429",12,13,10,13,12,8,11,"ND",11,"Automatas y Compiladores",2
"421","1","139655",13,14,11,11,8,12,11,"ND",11,"Automatas y Compiladores",2
"422","1","134691",12,11,13,14,11,14,13,"ND",13,"Automatas y Compiladores",2
"423","1","139558",8,10,11,12,7,11,10,"ND",10,"Automatas y Compiladores",2
"424","1","138042",0,10,11,8,11,10,10,"ND",10,"Automatas y Compiladores",2
"425","1","136442",15,14,12,11,12,14,13,"ND",13,"Automatas y Compiladores",2
"426","1","139947",12,11,14,13,12,14,13,"ND",13,"Automatas y Compiladores",2
"427","1","136852",13,15,14,13,14,14,14,"ND",14,"Automatas y Compiladores",2
"428","1","122718",10,11,12,12,11,10,11,"ND",11,"Automatas y Compiladores",2
"429","1","137803",14,13,13,12,14,15,14,"ND",14,"Automatas y Compiladores",2
"430","1","138349",13,12,12,12,12,11,12,"ND",12,"Automatas y Compiladores",2
"431","1","136046",11,13,15,12,14,13,13,"ND",13,"Automatas y Compiladores",2
"432","1","140166",12,13,10,12,11,8,10,"11",11,"Automatas y Compiladores",2
"433","1","137583",13,12,11,13,14,11,12,"ND",12,"Automatas y Compiladores",2
"434","1","133300",11,8,10,14,12,12,11,"ND",11,"Automatas y Compiladores",2
"435","1","138048",11,12,13,13,15,11,13,"ND",13,"Automatas y Compiladores",2
"436","1","135940",15,13,11,14,11,12,12,"ND",12,"Automatas y Compiladores",2
"437","1","138181",13,14,12,11,11,14,12,"ND",12,"Automatas y Compiladores",2
"438","1","139396",11,11,11,8,10,10,10,"ND",10,"Automatas y Compiladores",2
"439","1","47251",10,12,12,12,11,6,10,"ND",10,"Automatas y Compiladores",2
"440","1","138990",14,11,11,15,15,12,13,"ND",13,"Automatas y Compiladores",2
"441","1","140387",14,11,13,14,15,15,14,"ND",14,"Automatas y Compiladores",2
"442","1","138881",11,9,11,13,11,12,11,"ND",11,"Automatas y Compiladores",2
"443","1","136009",12,11,12,15,12,15,13,"ND",13,"Automatas y Compiladores",2
"444","1","136839",11,12,9,11,8,11,10,"11",11,"Automatas y Compiladores",2
"445","1","136762",11,12,13,13,13,15,13,"ND",13,"Automatas y Compiladores",2
"446","1","139137",15,13,13,15,13,11,13,"ND",13,"Automatas y Compiladores",2
"447","1","140397",8,11,10,11,12,9,10,"ND",10,"Automatas y Compiladores",2
"448","1","138717",14,13,12,13,15,11,13,"ND",13,"Automatas y Compiladores",2
"449","1","140528",13,11,12,10,11,12,11,"ND",11,"Automatas y Compiladores",2
"450","1","138234",14,12,15,13,13,11,13,"ND",13,"Automatas y Compiladores",2
"451","1","137539",13,14,12,12,12,12,12,"ND",12,"Automatas y Compiladores",2
"452","1","140557",9,13,12,13,12,11,12,"ND",12,"Automatas y Compiladores",2
"453","1","140286",10,12,11,11,12,10,11,"ND",11,"Automatas y Compiladores",2
"454","1","136067",14,14,12,11,15,15,14,"ND",14,"Automatas y Compiladores",2
"455","1","137823",10,11,8,13,11,10,10,"ND",10,"Automatas y Compiladores",2
"456","1","138758",14,14,15,11,15,16,15,"ND",15,"Automatas y Compiladores",2
"457","1","136926",15,14,15,12,11,12,13,"ND",13,"Automatas y Compiladores",2
"458","1","137562",13,15,11,15,11,13,13,"ND",13,"Automatas y Compiladores",2
"459","1","136574",13,13,14,15,15,13,14,"ND",14,"Automatas y Compiladores",2
"460","1","135232",12,11,12,14,12,12,12,"ND",12,"Automatas y Compiladores",2
"461","1","138542",11,14,13,13,11,15,13,"ND",13,"Automatas y Compiladores",2
"462","1","140467",12,12,14,13,13,11,13,"ND",13,"Automatas y Compiladores",2
"463","1","126285",8,10,11,12,11,8,10,"ND",10,"Automatas y Compiladores",2
"464","1","138588",13,15,16,14,15,14,15,"ND",15,"Automatas y Compiladores",2
"465","1","135996",11,12,12,11,13,13,12,"ND",12,"Automatas y Compiladores",2
"466","1","127181",14,11,11,12,14,12,12,"ND",12,"Automatas y Compiladores",2
"467","1","140980",12,11,14,13,14,14,13,"ND",13,"Automatas y Compiladores",2
"468","1","136740",13,12,12,15,13,12,13,"ND",13,"Automatas y Compiladores",2
"469","1","136546",14,13,14,15,13,13,14,"ND",14,"Automatas y Compiladores",2
"470","1","138148",12,13,11,12,11,14,12,"ND",12,"Automatas y Compiladores",2
"471","1","135575",14,13,12,12,11,13,12,"ND",12,"Automatas y Compiladores",2
"472","1","136955",11,11,13,12,13,12,12,"ND",12,"Automatas y Compiladores",2
"473","1","135385",12,7,10,11,12,9,10,"ND",10,"Automatas y Compiladores",2
"474","1","135192",11,12,11,11,14,12,12,"ND",12,"Automatas y Compiladores",2
"475","1","136080",13,11,13,11,15,14,13,"ND",13,"Automatas y Compiladores",2
"476","1","136634",14,15,15,12,12,12,13,"ND",13,"Automatas y Compiladores",2
"477","1","140274",14,14,14,12,14,14,14,"ND",14,"Automatas y Compiladores",2
"478","1","140869",13,15,13,12,11,14,13,"ND",13,"Automatas y Compiladores",2
"479","1","136100",13,11,12,13,14,14,13,"ND",13,"Automatas y Compiladores",2
"480","1","136734",14,14,12,13,13,12,13,"ND",13,"Automatas y Compiladores",2
"481","1","136981",12,12,15,11,14,14,13,"ND",13,"Automatas y Compiladores",2
"482","1","140805",13,11,10,11,12,11,11,"ND",11,"Automatas y Compiladores",2
"483","1","136776",10,13,11,11,12,12,12,"ND",12,"Automatas y Compiladores",2
"484","1","133194",13,11,13,11,14,13,13,"ND",13,"Automatas y Compiladores",2
"485","1","139016",12,7,11,10,11,10,10,"ND",10,"Automatas y Compiladores",2
"486","1","139782",14,14,15,13,11,16,14,"ND",14,"Automatas y Compiladores",2
"487","1","133946",12,5,10,13,11,6,9,"ND",9,"Automatas y Compiladores",2
"488","1","132138",13,14,12,13,11,13,12,"ND",12,"Automatas y Compiladores",2
"489","1","136943",12,13,12,13,12,11,12,"ND",12,"Calculo",2
"490","1","139083",11,12,9,11,13,12,11,"ND",11,"Calculo",2
"491","1","135888",11,11,12,12,12,13,12,"ND",12,"Calculo",2
"492","1","124610",11,13,4,11,10,9,9,"ND",9,"Calculo",2
"493","1","136749",12,13,11,12,12,12,12,"ND",12,"Calculo",2
"494","1","138223",10,11,7,12,12,5,9,"11",11,"Calculo",2
"495","1","140684",11,10,11,11,12,7,10,"ND",10,"Calculo",2
"496","1","139429",10,13,12,11,13,11,12,"ND",12,"Calculo",2
"497","1","139655",11,12,10,11,12,11,11,"ND",11,"Calculo",2
"498","1","134691",12,13,12,13,15,14,14,"ND",14,"Calculo",2
"499","1","139558",12,13,14,15,11,10,12,"ND",12,"Calculo",2
"500","1","138042",12,7,10,11,0,0,5,"ND",5,"Calculo",2
"501","1","136442",14,11,12,14,13,13,13,"ND",13,"Calculo",2
"502","1","139947",13,12,12,13,14,11,12,"ND",12,"Calculo",2
"503","1","136852",12,11,14,15,14,14,14,"ND",14,"Calculo",2
"504","1","122718",10,12,10,12,10,9,10,"11",11,"Calculo",2
"505","1","137803",11,13,13,12,13,13,13,"ND",13,"Calculo",2
"506","2","125637",12,13,11,12,13,11,12,"ND",12,"Calculo",2
"507","1","138349",10,12,12,11,12,10,11,"ND",11,"Calculo",2
"508","1","136046",11,8,7,12,10,9,9,"ND",9,"Calculo",2
"509","1","140166",12,12,10,11,12,8,10,"ND",10,"Calculo",2
"510","1","137583",10,11,11,13,13,11,12,"ND",12,"Calculo",2
"511","1","133300",8,10,10,11,11,9,10,"ND",10,"Calculo",2
"512","1","138048",11,11,10,12,12,10,11,"ND",11,"Calculo",2
"513","1","135940",14,12,14,13,12,12,13,"ND",13,"Calculo",2
"514","1","138181",11,13,13,11,12,12,12,"ND",12,"Calculo",2
"515","1","136053",11,12,10,11,12,7,10,"ND",10,"Calculo",2
"516","1","47251",13,12,12,14,11,14,13,"ND",13,"Calculo",2
"517","1","139669",12,14,11,12,12,13,12,"ND",12,"Calculo",2
"518","1","138990",10,11,9,11,11,7,10,"ND",10,"Calculo",2
"519","1","140387",12,8,10,11,14,13,12,"ND",12,"Calculo",2
"520","1","132592",11,7,11,12,12,13,12,"ND",12,"Calculo",2
"521","1","139420",4,10,10,12,11,11,11,"ND",11,"Calculo",2
"522","1","138881",11,13,12,11,12,13,12,"ND",12,"Calculo",2
"523","1","136009",15,13,14,14,13,15,14,"ND",14,"Calculo",2
"524","2","124120",11,11,12,13,10,11,11,"ND",11,"Calculo",2
"525","1","136762",13,12,14,11,14,13,13,"ND",13,"Calculo",2
"526","1","140397",12,10,10,12,11,11,11,"ND",11,"Calculo",2
"527","1","140528",11,12,11,12,12,13,12,"ND",12,"Calculo",2
"528","1","138234",12,12,11,14,12,14,13,"ND",13,"Calculo",2
"529","1","137539",13,12,8,10,11,10,10,"11",11,"Calculo",2
"530","1","140557",8,12,11,12,13,12,12,"ND",12,"Calculo",2
"531","1","140286",11,8,8,12,10,10,10,"ND",10,"Calculo",2
"532","1","136067",12,13,14,15,14,15,14,"ND",14,"Calculo",2
"533","1","137823",11,10,10,11,13,8,10,"ND",10,"Calculo",2
"534","1","138758",14,12,15,14,12,14,14,"ND",14,"Calculo",2
"535","1","136926",12,12,11,12,12,10,11,"ND",11,"Calculo",2
"536","1","136142",11,14,10,11,12,11,11,"ND",11,"Calculo",2
"537","1","137562",10,13,11,11,13,12,12,"ND",12,"Calculo",2
"538","1","136574",13,12,9,8,14,13,12,"ND",12,"Calculo",2
"539","1","135232",11,10,10,11,12,10,11,"ND",11,"Calculo",2
"540","1","138542",13,11,12,11,11,13,12,"ND",12,"Calculo",2
"541","1","140467",15,11,10,12,12,10,11,"ND",11,"Calculo",2
"542","1","126285",8,10,10,11,10,7,9,"ND",9,"Calculo",2
"543","1","138588",18,15,13,16,15,12,14,"ND",14,"Calculo",2
"544","1","135996",12,10,11,12,10,7,10,"ND",10,"Calculo",2
"545","1","140980",15,13,13,12,14,13,13,"ND",13,"Calculo",2
"546","1","136740",12,12,11,13,14,8,11,"ND",11,"Calculo",2
"547","1","136546",11,11,11,14,14,10,12,"ND",12,"Calculo",2
"548","1","138148",13,10,12,11,11,13,12,"ND",12,"Calculo",2
"549","1","136955",11,12,8,12,12,11,11,"ND",11,"Calculo",2
"550","1","135192",11,13,11,12,13,10,12,"ND",12,"Calculo",2
"551","1","136080",14,11,12,12,12,11,12,"ND",12,"Calculo",2
"552","1","136634",12,13,11,14,15,13,13,"ND",13,"Calculo",2
"553","1","140274",13,14,13,14,14,13,14,"ND",14,"Calculo",2
"554","1","140869",12,10,12,13,13,11,12,"ND",12,"Calculo",2
"555","1","136100",14,11,13,10,13,11,12,"ND",12,"Calculo",2
"556","1","136734",12,14,12,11,13,11,12,"ND",12,"Calculo",2
"557","1","136981",13,13,12,14,12,12,12,"ND",12,"Calculo",2
"558","1","136776",11,7,8,12,10,7,9,"ND",9,"Calculo",2
"559","1","133194",14,13,7,11,11,10,10,"11",11,"Calculo",2
"560","1","139016",10,12,11,14,13,12,12,"ND",12,"Calculo",2
"561","1","93667",13,12,11,11,12,9,11,"ND",11,"Calculo",2
"562","1","139782",15,14,14,12,13,12,13,"ND",13,"Calculo",2
"563","1","78638",11,10,10,12,11,8,10,"ND",10,"Calculo",2
"564","1","133946",13,13,10,7,10,6,9,"ND",9,"Calculo",2
"565","1","132138",12,12,13,11,11,10,11,"ND",11,"Calculo",2
"566","1","43210",12,13,10,13,10,12,11,"ND",11,"Calculo",2
"567","1","136943",15,15,13,13,16,13,14,"ND",14,"Matematica Discreta",2
"568","1","139083",14,13,13,14,16,16,15,"ND",15,"Matematica Discreta",2
"569","1","135888",14,16,13,15,14,15,14,"ND",14,"Matematica Discreta",2
"570","1","124610",14,13,12,13,15,12,13,"ND",13,"Matematica Discreta",2
"571","1","136749",14,14,13,15,13,15,14,"ND",14,"Matematica Discreta",2
"572","1","138223",13,13,11,14,13,10,12,"ND",12,"Matematica Discreta",2
"573","1","140684",10,13,13,12,11,8,11,"ND",11,"Matematica Discreta",2
"574","1","139429",13,13,13,13,13,14,13,"ND",13,"Matematica Discreta",2
"575","1","139655",13,13,14,12,15,14,14,"ND",14,"Matematica Discreta",2
"576","1","134691",15,16,14,15,14,16,15,"ND",15,"Matematica Discreta",2
"577","1","139558",13,15,13,15,12,11,13,"ND",13,"Matematica Discreta",2
"578","1","136442",16,14,14,14,15,14,14,"ND",14,"Matematica Discreta",2
"579","1","139947",14,15,14,15,15,14,15,"ND",15,"Matematica Discreta",2
"580","1","136852",14,15,16,15,14,16,15,"ND",15,"Matematica Discreta",2
"581","1","122718",6,11,8,11,12,11,10,"11",11,"Matematica Discreta",2
"582","1","137803",16,15,15,16,14,14,15,"ND",15,"Matematica Discreta",2
"583","2","125637",14,13,13,15,14,11,13,"ND",13,"Matematica Discreta",2
"584","1","138349",13,14,13,14,13,13,13,"ND",13,"Matematica Discreta",2
"585","1","136046",14,15,14,14,13,13,14,"ND",14,"Matematica Discreta",2
"586","1","140166",12,14,13,15,13,11,13,"ND",13,"Matematica Discreta",2
"587","1","137583",13,14,14,14,13,14,14,"ND",14,"Matematica Discreta",2
"588","1","133300",11,13,13,12,11,10,12,"ND",12,"Matematica Discreta",2
"589","1","138048",14,15,13,14,13,11,13,"ND",13,"Matematica Discreta",2
"590","1","135940",15,15,13,13,14,12,13,"ND",13,"Matematica Discreta",2
"591","1","138181",14,13,14,15,13,14,14,"ND",14,"Matematica Discreta",2
"592","1","136053",11,14,10,13,0,0,6,"ND",6,"Matematica Discreta",2
"593","1","47251",14,13,13,13,13,14,13,"ND",13,"Matematica Discreta",2
"594","1","139669",12,12,13,14,13,14,13,"ND",13,"Matematica Discreta",2
"595","1","138990",9,11,11,13,14,9,11,"ND",11,"Matematica Discreta",2
"596","1","140387",14,13,14,13,14,12,13,"ND",13,"Matematica Discreta",2
"597","1","132592",14,11,14,14,13,13,13,"ND",13,"Matematica Discreta",2
"598","1","139420",13,12,10,13,13,13,12,"ND",12,"Matematica Discreta",2
"599","1","138881",14,14,13,15,14,12,13,"ND",13,"Matematica Discreta",2
"600","1","136009",16,15,15,14,15,16,15,"ND",15,"Matematica Discreta",2
"601","2","124120",15,13,14,14,13,13,13,"ND",13,"Matematica Discreta",2
"602","1","136762",15,15,13,16,14,13,14,"ND",14,"Matematica Discreta",2
"603","1","140397",13,13,12,14,14,11,13,"ND",13,"Matematica Discreta",2
"604","1","138717",6,12,10,11,12,8,10,"ND",10,"Matematica Discreta",2
"605","1","140528",13,13,13,12,13,14,13,"ND",13,"Matematica Discreta",2
"606","1","138234",13,14,14,12,14,14,14,"ND",14,"Matematica Discreta",2
"607","1","137539",13,13,11,11,14,10,12,"ND",12,"Matematica Discreta",2
"608","1","140557",13,13,13,12,13,11,12,"ND",12,"Matematica Discreta",2
"609","1","140286",12,8,10,0,0,0,3,"ND",3,"Matematica Discreta",2
"610","1","136067",20,20,18,17,18,20,19,"ND",19,"Matematica Discreta",2
"611","1","137823",14,11,13,13,10,12,12,"ND",12,"Matematica Discreta",2
"612","1","138758",15,13,16,15,14,16,15,"ND",15,"Matematica Discreta",2
"613","1","136926",14,15,13,14,12,14,13,"ND",13,"Matematica Discreta",2
"614","1","136142",14,13,13,12,11,12,12,"ND",12,"Matematica Discreta",2
"615","1","137562",14,12,14,11,13,12,13,"ND",13,"Matematica Discreta",2
"616","1","136574",15,13,11,13,13,12,12,"ND",12,"Matematica Discreta",2
"617","1","135232",12,11,11,13,11,10,11,"ND",11,"Matematica Discreta",2
"618","1","138542",14,12,12,14,11,12,12,"ND",12,"Matematica Discreta",2
"619","1","140467",13,14,12,12,14,10,12,"ND",12,"Matematica Discreta",2
"620","1","126285",14,13,12,11,13,11,12,"ND",12,"Matematica Discreta",2
"621","1","138588",15,15,14,17,17,14,15,"ND",15,"Matematica Discreta",2
"622","1","135996",13,11,10,12,8,10,10,"ND",10,"Matematica Discreta",2
"623","1","140980",13,15,15,16,16,15,15,"ND",15,"Matematica Discreta",2
"624","1","136740",12,14,13,14,12,14,13,"ND",13,"Matematica Discreta",2
"625","1","136546",15,14,13,14,13,12,13,"ND",13,"Matematica Discreta",2
"626","1","138148",13,14,11,12,13,13,13,"ND",13,"Matematica Discreta",2
"627","1","136955",14,12,11,10,12,13,12,"ND",12,"Matematica Discreta",2
"628","1","135192",10,13,12,14,11,13,12,"ND",12,"Matematica Discreta",2
"629","1","136080",16,16,16,13,15,15,15,"ND",15,"Matematica Discreta",2
"630","1","136634",15,16,13,13,14,13,14,"ND",14,"Matematica Discreta",2
"631","1","140274",15,14,15,16,13,15,15,"ND",15,"Matematica Discreta",2
"632","1","140869",12,15,13,13,13,15,14,"ND",14,"Matematica Discreta",2
"633","1","136100",13,14,15,13,14,13,14,"ND",14,"Matematica Discreta",2
"634","1","136734",15,13,13,15,13,13,13,"ND",13,"Matematica Discreta",2
"635","1","136981",14,14,15,13,12,15,14,"ND",14,"Matematica Discreta",2
"636","1","136776",13,12,11,8,14,10,11,"ND",11,"Matematica Discreta",2
"637","1","133194",13,13,12,14,13,13,13,"ND",13,"Matematica Discreta",2
"638","1","139016",12,11,12,11,13,13,12,"ND",12,"Matematica Discreta",2
"639","1","93667",15,13,16,13,15,15,15,"ND",15,"Matematica Discreta",2
"640","1","139782",16,14,15,15,15,16,15,"ND",15,"Matematica Discreta",2
"641","1","78638",14,13,14,13,12,14,13,"ND",13,"Matematica Discreta",2
"642","1","133946",14,12,13,14,10,11,12,"ND",12,"Matematica Discreta",2
"643","1","132138",15,16,16,13,14,13,14,"ND",14,"Matematica Discreta",2
"644","1","43210",14,12,14,13,14,14,14,"ND",14,"Matematica Discreta",2
"645","1","136943",14,13,12,12,13,13,13,"ND",13,"Programacion Orientada a Objetos",2
"646","1","139083",15,15,14,16,14,14,14,"ND",14,"Programacion Orientada a Objetos",2
"647","1","135888",15,12,12,13,13,16,14,"ND",14,"Programacion Orientada a Objetos",2
"648","1","124610",10,12,11,10,11,8,10,"ND",10,"Programacion Orientada a Objetos",2
"649","1","136749",14,12,14,13,14,13,13,"ND",13,"Programacion Orientada a Objetos",2
"650","1","138223",9,11,7,12,12,8,10,"11",11,"Programacion Orientada a Objetos",2
"651","1","140684",13,11,7,12,11,10,10,"ND",10,"Programacion Orientada a Objetos",2
"652","1","139429",14,15,12,11,12,11,12,"ND",12,"Programacion Orientada a Objetos",2
"653","1","139655",11,12,10,11,12,12,11,"ND",11,"Programacion Orientada a Objetos",2
"654","1","134691",15,14,13,14,13,13,13,"ND",13,"Programacion Orientada a Objetos",2
"655","1","139558",13,14,10,13,13,11,12,"ND",12,"Programacion Orientada a Objetos",2
"656","1","136442",15,14,15,16,14,14,15,"ND",15,"Programacion Orientada a Objetos",2
"657","1","139947",14,14,11,15,14,13,13,"ND",13,"Programacion Orientada a Objetos",2
"658","1","136852",15,16,15,17,16,17,16,"ND",16,"Programacion Orientada a Objetos",2
"659","1","122718",13,9,8,12,11,7,9,"11",11,"Programacion Orientada a Objetos",2
"660","1","137803",16,14,15,14,15,12,14,"ND",14,"Programacion Orientada a Objetos",2
"661","2","125637",13,14,10,13,13,12,12,"ND",12,"Programacion Orientada a Objetos",2
"662","1","138349",15,10,12,13,14,12,13,"ND",13,"Programacion Orientada a Objetos",2
"663","1","136046",12,11,10,12,14,8,11,"ND",11,"Programacion Orientada a Objetos",2
"664","1","140166",14,11,12,13,10,8,11,"ND",11,"Programacion Orientada a Objetos",2
"665","1","137583",15,15,14,12,13,14,14,"ND",14,"Programacion Orientada a Objetos",2
"666","1","133300",10,11,6,12,12,12,11,"ND",11,"Programacion Orientada a Objetos",2
"667","1","138048",12,12,9,11,13,10,11,"ND",11,"Programacion Orientada a Objetos",2
"668","1","135940",14,15,13,14,13,10,13,"ND",13,"Programacion Orientada a Objetos",2
